Date,Year-ended non-farm average earnings per hour growth,Year-ended non-farm labour productivity per hour growth,GDPGrowth,Year-ended household consumption growth,Year-ended dwelling investment growth,Year-ended business investment growth,Year-ended public demand growth,Year-ended domestic final demand growth,Changes in inventories,Changes in inventories contribution to GDP year-ended growth,Year-ended gross national expenditure growth,Household consumption share of output,Dwelling investment share of output,Business investment share of output,Public demand share of output,Private non-financial corporations GOS share of output,Year-ended real household disposable income growth,Household saving ratio,Year-ended inflation,Year-ended inflation target,Year-ended trimmed mean inflation,Year-ended trimmed mean inflation taget,Quarterly inflation,Quarterly inflation annualised,Quarterly inflation annualised target,Quarterly trimmed mean inflation,Quarterly trimmed mean inflation annualised,Quarterly trimmed mean inflation annualised target,Business inflation expectations 3-months ahead,Interest rate,IntRateChange,USDAUD,TWI,Unemployment rate,Unemployment rate trend,Year-ended hours worked trend growth,Average hours worked trend,Job vacancies,Private sector job vacancies,Vacancies to labour force ratio,Consumer Sentiment,GDPGrowth_LAG_1,GDPGrowth_DELTA_1,GDPGrowth_LAG_3,GDPGrowth_DELTA_3,GDPGrowth_LAG_6,GDPGrowth_DELTA_6,GDPGrowth_LAG_12,GDPGrowth_DELTA_12,Year-ended inflation_LAG_1,Year-ended inflation_DELTA_1,Year-ended inflation_LAG_3,Year-ended inflation_DELTA_3,Year-ended inflation_LAG_6,Year-ended inflation_DELTA_6,Year-ended inflation_LAG_12,Year-ended inflation_DELTA_12,Year-ended inflation target_LAG_1,Year-ended inflation target_DELTA_1,Year-ended inflation target_LAG_3,Year-ended inflation target_DELTA_3,Year-ended inflation target_LAG_6,Year-ended inflation target_DELTA_6,Year-ended inflation target_LAG_12,Year-ended inflation target_DELTA_12,Year-ended trimmed mean inflation_LAG_1,Year-ended trimmed mean inflation_DELTA_1,Year-ended trimmed mean inflation_LAG_3,Year-ended trimmed mean inflation_DELTA_3,Year-ended trimmed mean inflation_LAG_6,Year-ended trimmed mean inflation_DELTA_6,Year-ended trimmed mean inflation_LAG_12,Year-ended trimmed mean inflation_DELTA_12,Year-ended trimmed mean inflation taget_LAG_1,Year-ended trimmed mean inflation taget_DELTA_1,Year-ended trimmed mean inflation taget_LAG_3,Year-ended trimmed mean inflation taget_DELTA_3,Year-ended trimmed mean inflation taget_LAG_6,Year-ended trimmed mean inflation taget_DELTA_6,Year-ended trimmed mean inflation taget_LAG_12,Year-ended trimmed mean inflation taget_DELTA_12,Quarterly trimmed mean inflation annualised target_LAG_1,Quarterly trimmed mean inflation annualised target_DELTA_1,Quarterly trimmed mean inflation annualised target_LAG_3,Quarterly trimmed mean inflation annualised target_DELTA_3,Quarterly trimmed mean inflation annualised target_LAG_6,Quarterly trimmed mean inflation annualised target_DELTA_6,Quarterly trimmed mean inflation annualised target_LAG_12,Quarterly trimmed mean inflation annualised target_DELTA_12,Interest rate_LAG_1,Interest rate_DELTA_1,Interest rate_LAG_3,Interest rate_DELTA_3,Interest rate_LAG_6,Interest rate_DELTA_6,Interest rate_LAG_12,Interest rate_DELTA_12,IntRateChange_LAG_1,IntRateChange_DELTA_1,IntRateChange_LAG_3,IntRateChange_DELTA_3,IntRateChange_LAG_6,IntRateChange_DELTA_6,IntRateChange_LAG_12,IntRateChange_DELTA_12,Unemployment rate_LAG_1,Unemployment rate_DELTA_1,Unemployment rate_LAG_3,Unemployment rate_DELTA_3,Unemployment rate_LAG_6,Unemployment rate_DELTA_6,Unemployment rate_LAG_12,Unemployment rate_DELTA_12,Average hours worked trend_LAG_1,Average hours worked trend_DELTA_1,Average hours worked trend_LAG_3,Average hours worked trend_DELTA_3,Average hours worked trend_LAG_6,Average hours worked trend_DELTA_6,Average hours worked trend_LAG_12,Average hours worked trend_DELTA_12,Job vacancies_LAG_1,Job vacancies_DELTA_1,Job vacancies_LAG_3,Job vacancies_DELTA_3,Job vacancies_LAG_6,Job vacancies_DELTA_6,Job vacancies_LAG_12,Job vacancies_DELTA_12,Consumer Sentiment_LAG_1,Consumer Sentiment_DELTA_1,Consumer Sentiment_LAG_3,Consumer Sentiment_DELTA_3,Consumer Sentiment_LAG_6,Consumer Sentiment_DELTA_6,Consumer Sentiment_LAG_12,Consumer Sentiment_DELTA_12,IntRateChangeCoded
1/8/1996,6.3,3.7,0.6,2.9,-10.1,13.6,5.5,4.5,1183,-0.1,4.3,56.8,4.5,13.6,24.6,14.7,5,5.6,3.1,0.6,3,0.5,0.6,2.4,-0.1,0.7,2.8,0.3,2.2,7,0,0.792,58.5,8.7,8.6,0.5,34.1,77.5,69.5,0.9,4,1.6,-1,1.6,-1,0,0.6,0.4,0.2,3.1,0,3.8,-0.7,5.1,-2,4.5,-1.4,0.6,0,1.3,-0.7,2.6,-2,2,-1.4,3,0,3.2,-0.2,3.2,-0.2,2.5,0.5,0.5,0,0.7,-0.2,0.7,-0.2,0,0.5,0.3,0,-0.1,0.4,0.3,0,1.1,-0.8,7,0,7.5,-0.5,7.5,-0.5,7.5,-0.5,0,0,0,0,0,0,0,0,8.6,0.1,8.4,0.3,8.3,0.4,8.3,0.4,34.1,0,34.1,0,34.2,-0.1,34.2,-0.1,76.7,0.8,76.7,0.8,81,-3.5,74.6,2.9,3,1,12,-8,8,-4,2,2,0
1/9/1996,6.3,3.7,0.6,2.9,-10.1,13.6,5.5,4.5,1183,-0.1,4.3,56.8,4.5,13.6,24.6,14.7,5,5.6,3.1,0.6,3,0.5,0.6,2.4,-0.1,0.7,2.8,0.3,2.2,7,0,0.7915,58.6,8.6,8.6,0.4,34.1,77.5,69.5,0.9,4,0.6,0,1.6,-1,0,0.6,0.4,0.2,3.1,0,3.8,-0.7,5.1,-2,4.5,-1.4,0.6,0,1.3,-0.7,2.6,-2,2,-1.4,3,0,3.2,-0.2,3.2,-0.2,2.5,0.5,0.5,0,0.7,-0.2,0.7,-0.2,0,0.5,0.3,0,-0.1,0.4,0.3,0,1.1,-0.8,7,0,7,0,7.5,-0.5,7.5,-0.5,0,0,-0.5,0.5,0,0,0,0,8.7,-0.1,8.3,0.3,8.4,0.2,8.4,0.2,34.1,0,34.1,0,34.1,0,34.2,-0.1,77.5,0,76.7,0.8,81,-3.5,74.6,2.9,4,0,9,-5,15,-11,1,3,0
1/10/1996,6.3,3.7,0.6,2.9,-10.1,13.6,5.5,4.5,1183,-0.1,4.3,56.8,4.5,13.6,24.6,14.7,5,5.6,2.1,-0.4,2.5,0,0.3,1.2,-1.3,0.5,2,-0.5,1.8,6.5,-0.5,0.7892,59.9,8.8,8.6,0.3,34.1,77.5,69.5,0.9,3,0.6,0,1.6,-1,0,0.6,0.4,0.2,3.1,-1,3.1,-1,3.8,-1.7,5.1,-3,0.6,-1,0.6,-1,1.3,-1.7,2.6,-3,3,-0.5,3,-0.5,3.2,-0.7,3,-0.5,0.5,-0.5,0.5,-0.5,0.7,-0.7,0.5,-0.5,0.3,-0.8,0.3,-0.8,-0.1,-0.4,1.5,-2,7,-0.5,7,-0.5,7.5,-1,7.5,-1,0,-0.5,0,-0.5,0,-0.5,0,-0.5,8.6,0.2,8.6,0.2,8.6,0.2,8.6,0.2,34.1,0,34.1,0,34.1,0,34.2,-0.1,77.5,0,76.7,0.8,81,-3.5,74.6,2.9,4,-1,3,0,12,-9,1,2,-1
1/11/1996,4.3,1.7,0.8,2.8,-8.7,11.7,-1.6,2,3923,0.7,2.8,56.7,4.6,13.3,23.4,14.4,4.1,6.2,2.1,-0.4,2.5,0,0.3,1.2,-1.3,0.5,2,-0.5,1.8,6,-0.5,0.818,59.4,8.5,8.6,0.2,34.1,82.5,74,0.9,8,0.6,0.2,0.6,0.2,1.6,-0.8,2.2,-1.4,2.1,0,3.1,-1,3.8,-1.7,5.1,-3,-0.4,0,0.6,-1,1.3,-1.7,2.6,-3,2.5,0,3,-0.5,3.2,-0.7,3,-0.5,0,0,0.5,-0.5,0.7,-0.7,0.5,-0.5,-0.5,0,0.3,-0.8,-0.1,-0.4,1.5,-2,6.5,-0.5,7,-1,7.5,-1.5,7.5,-1.5,-0.5,0,0,-0.5,0,-0.5,0,-0.5,8.8,-0.3,8.7,-0.2,8.4,0.1,8.5,0,34.1,0,34.1,0,34.1,0,34.2,-0.1,77.5,5,77.5,5,76.7,5.8,72.5,10,3,5,4,4,12,-4,3,5,-1
1/12/1996,4.3,1.7,0.8,2.8,-8.7,11.7,-1.6,2,3923,0.7,2.8,56.7,4.6,13.3,23.4,14.4,4.1,6.2,2.1,-0.4,2.5,0,0.3,1.2,-1.3,0.5,2,-0.5,1.8,6,0,0.7895,58.1,8.6,8.6,0.2,34.1,82.5,74,0.9,2,0.8,0,0.6,0.2,1.6,-0.8,2.2,-1.4,2.1,0,3.1,-1,3.8,-1.7,5.1,-3,-0.4,0,0.6,-1,1.3,-1.7,2.6,-3,2.5,0,3,-0.5,3.2,-0.7,3,-0.5,0,0,0.5,-0.5,0.7,-0.7,0.5,-0.5,-0.5,0,0.3,-0.8,-0.1,-0.4,1.5,-2,6,0,7,-1,7,-1,7.5,-1.5,-0.5,0.5,0,0,-0.5,0.5,0,0,8.5,0.1,8.6,0,8.3,0.3,8.1,0.5,34.1,0,34.1,0,34.1,0,34.2,-0.1,82.5,0,77.5,5,76.7,5.8,72.5,10,8,-6,4,-2,9,-7,3,-1,0
1/1/1997,4.3,1.7,0.8,2.8,-8.7,11.7,-1.6,2,3923,0.7,2.8,56.7,4.6,13.3,23.4,14.4,4.1,6.2,1.5,-1,2.4,-0.1,0.3,1.2,-1.3,0.6,2.4,-0.1,1.6,6,0,0.767,59.3,8.6,8.6,0.2,34.1,82.5,74,0.9,10,0.8,0,0.6,0.2,1.6,-0.8,2.2,-1.4,2.1,-0.6,2.1,-0.6,3.1,-1.6,5.1,-3.6,-0.4,-0.6,-0.4,-0.6,0.6,-1.6,2.6,-3.6,2.5,-0.1,2.5,-0.1,3,-0.6,3.2,-0.8,0,-0.1,0,-0.1,0.5,-0.6,0.7,-0.8,-0.5,0.4,-0.5,0.4,0.3,-0.4,0.3,-0.4,6,0,6.5,-0.5,7,-1,7.5,-1.5,0,0,-0.5,0.5,0,0,0,0,8.6,0,8.8,-0.2,8.6,0,8.5,0.1,34.1,0,34.1,0,34.1,0,34.2,-0.1,82.5,0,77.5,5,76.7,5.8,72.5,10,2,8,3,7,3,7,9,1,0
1/2/1997,4.3,2.3,0.9,2.5,-3,11.5,2.1,3.4,3313,0.9,4.6,56.6,4.6,13.1,23.4,14,4.1,6.7,1.5,-1,2.4,-0.1,0.3,1.2,-1.3,0.6,2.4,-0.1,1.6,6,0,0.7863,60.5,8.7,8.6,0.3,34.1,81.3,71.8,0.9,4,0.8,0.1,0.8,0.1,0.6,0.3,0,0.9,1.5,0,2.1,-0.6,3.1,-1.6,5.1,-3.6,-1,0,-0.4,-0.6,0.6,-1.6,2.6,-3.6,2.4,0,2.5,-0.1,3,-0.6,3.2,-0.8,-0.1,0,0,-0.1,0.5,-0.6,0.7,-0.8,-0.1,0,-0.5,0.4,0.3,-0.4,0.3,-0.4,6,0,6,0,7,-1,7.5,-1.5,0,0,-0.5,0.5,0,0,0,0,8.6,0.1,8.5,0.2,8.7,0,8.3,0.4,34.1,0,34.1,0,34.1,0,34.2,-0.1,82.5,-1.2,82.5,-1.2,77.5,3.8,81,0.3,10,-6,8,-4,4,0,8,-4,0
1/3/1997,4.3,2.3,0.9,2.5,-3,11.5,2.1,3.4,3313,0.9,4.6,56.6,4.6,13.1,23.4,14,4.1,6.7,1.5,-1,2.4,-0.1,0.3,1.2,-1.3,0.6,2.4,-0.1,1.6,6,0,0.7876,60.7,8.6,8.6,0.4,34.1,81.3,71.8,0.9,7,0.9,0,0.8,0.1,0.6,0.3,0,0.9,1.5,0,2.1,-0.6,3.1,-1.6,5.1,-3.6,-1,0,-0.4,-0.6,0.6,-1.6,2.6,-3.6,2.4,0,2.5,-0.1,3,-0.6,3.2,-0.8,-0.1,0,0,-0.1,0.5,-0.6,0.7,-0.8,-0.1,0,-0.5,0.4,0.3,-0.4,0.3,-0.4,6,0,6,0,7,-1,7.5,-1.5,0,0,0,0,0,0,0,0,8.7,-0.1,8.6,0,8.6,0,8.4,0.2,34.1,0,34.1,0,34.1,0,34.1,0,81.3,0,82.5,-1.2,77.5,3.8,81,0.3,4,3,2,5,4,3,15,-8,0
1/4/1997,4.3,2.3,0.9,2.5,-3,11.5,2.1,3.4,3313,0.9,4.6,56.6,4.6,13.1,23.4,14,4.1,6.7,1.4,-1.1,2.5,0,0,0,-2.5,0.7,2.8,0.3,1.9,5.5,-0.5,0.7845,58,8.6,8.6,0.4,34.1,81.3,71.8,0.9,4,0.9,0,0.8,0.1,0.6,0.3,0,0.9,1.5,-0.1,1.5,-0.1,2.1,-0.7,3.8,-2.4,-1,-0.1,-1,-0.1,-0.4,-0.7,1.3,-2.4,2.4,0.1,2.4,0.1,2.5,0,3.2,-0.7,-0.1,0.1,-0.1,0.1,0,0,0.7,-0.7,-0.1,0.4,-0.1,0.4,-0.5,0.8,-0.1,0.4,6,-0.5,6,-0.5,6.5,-1,7.5,-2,0,-0.5,0,-0.5,-0.5,0,0,-0.5,8.6,0,8.6,0,8.8,-0.2,8.6,0,34.1,0,34.1,0,34.1,0,34.1,0,81.3,0,82.5,-1.2,77.5,3.8,81,0.3,7,-3,10,-6,3,1,12,-8,-1
1/5/1997,3.6,2.3,0.6,2.6,5.5,7.2,5,4.2,172,-0.1,3.7,57,4.8,13.5,24.4,13.7,3.9,6.2,1.4,-1.1,2.5,0,0,0,-2.5,0.7,2.8,0.3,1.9,5.5,0,0.758,56.7,8.5,8.6,0.5,34.1,82.8,72.8,0.9,1,0.9,-0.3,0.9,-0.3,0.8,-0.2,1.6,-1,1.4,0,1.5,-0.1,2.1,-0.7,3.8,-2.4,-1.1,0,-1,-0.1,-0.4,-0.7,1.3,-2.4,2.5,0,2.4,0.1,2.5,0,3.2,-0.7,0,0,-0.1,0.1,0,0,0.7,-0.7,0.3,0,-0.1,0.4,-0.5,0.8,-0.1,0.4,5.5,0,6,-0.5,6,-0.5,7.5,-2,-0.5,0.5,0,0,-0.5,0.5,0,0,8.6,-0.1,8.7,-0.2,8.5,0,8.4,0.1,34.1,0,34.1,0,34.1,0,34.1,0,81.3,1.5,81.3,1.5,82.5,0.3,76.7,6.1,4,-3,4,-3,8,-7,12,-11,0
1/6/1997,3.6,2.3,0.6,2.6,5.5,7.2,5,4.2,172,-0.1,3.7,57,4.8,13.5,24.4,13.7,3.9,6.2,1.4,-1.1,2.5,0,0,0,-2.5,0.7,2.8,0.3,1.9,5,-0.5,0.7529,58.3,8.3,8.5,0.5,34.1,82.8,72.8,0.9,0,0.6,0,0.9,-0.3,0.8,-0.2,1.6,-1,1.4,0,1.5,-0.1,2.1,-0.7,3.8,-2.4,-1.1,0,-1,-0.1,-0.4,-0.7,1.3,-2.4,2.5,0,2.4,0.1,2.5,0,3.2,-0.7,0,0,-0.1,0.1,0,0,0.7,-0.7,0.3,0,-0.1,0.4,-0.5,0.8,-0.1,0.4,5.5,-0.5,6,-1,6,-1,7,-2,0,-0.5,0,-0.5,0,-0.5,-0.5,0,8.5,-0.2,8.6,-0.3,8.6,-0.3,8.3,0,34.1,0,34.1,0,34.1,0,34.1,0,82.8,0,81.3,1.5,82.5,0.3,76.7,6.1,1,-1,7,-7,2,-2,9,-9,-1
1/7/1997,3.6,2.3,0.6,2.6,5.5,7.2,5,4.2,172,-0.1,3.7,57,4.8,13.5,24.4,13.7,3.9,6.2,0.3,-2.2,2.1,-0.4,-0.3,-1.2,-3.7,0.4,1.6,-0.9,1.8,5,0,0.7393,58.2,8.6,8.4,0.5,34.1,82.8,72.8,0.9,-1,0.6,0,0.9,-0.3,0.8,-0.2,1.6,-1,1.4,-1.1,1.4,-1.1,1.5,-1.2,3.1,-2.8,-1.1,-1.1,-1.1,-1.1,-1,-1.2,0.6,-2.8,2.5,-0.4,2.5,-0.4,2.4,-0.3,3,-0.9,0,-0.4,0,-0.4,-0.1,-0.3,0.5,-0.9,0.3,-1.2,0.3,-1.2,-0.1,-0.8,0.3,-1.2,5,0,5.5,-0.5,6,-1,7,-2,-0.5,0.5,-0.5,0.5,0,0,0,0,8.3,0.3,8.6,0,8.6,0,8.6,0,34.1,0,34.1,0,34.1,0,34.1,0,82.8,0,81.3,1.5,82.5,0.3,76.7,6.1,0,-1,4,-5,10,-11,3,-4,0
1/8/1997,5.4,4.3,3,3.6,11.5,7.1,4.7,4.9,-764,-0.7,3.8,56.5,4.8,13.2,24.1,13.8,4.4,6.4,0.3,-2.2,2.1,-0.4,-0.3,-1.2,-3.7,0.4,1.6,-0.9,1.8,5,0,0.7265,57.7,8.5,8.3,0.6,34,84.9,74,0.9,2,0.6,2.4,0.6,2.4,0.9,2.1,0.6,2.4,0.3,0,1.4,-1.1,1.5,-1.2,3.1,-2.8,-2.2,0,-1.1,-1.1,-1,-1.2,0.6,-2.8,2.1,0,2.5,-0.4,2.4,-0.3,3,-0.9,-0.4,0,0,-0.4,-0.1,-0.3,0.5,-0.9,-0.9,0,0.3,-1.2,-0.1,-0.8,0.3,-1.2,5,0,5.5,-0.5,6,-1,7,-2,0,0,0,0,0,0,0,0,8.6,-0.1,8.5,0,8.7,-0.2,8.7,-0.2,34.1,-0.1,34.1,-0.1,34.1,-0.1,34.1,-0.1,82.8,2.1,82.8,2.1,81.3,3.6,77.5,7.4,-1,3,1,1,4,-2,4,-2,0
1/9/1997,5.4,4.3,3,3.6,11.5,7.1,4.7,4.9,-764,-0.7,3.8,56.5,4.8,13.2,24.1,13.8,4.4,6.4,0.3,-2.2,2.1,-0.4,-0.3,-1.2,-3.7,0.4,1.6,-0.9,1.8,5,0,0.728,57.1,8.1,8.2,0.8,34,84.9,74,0.9,3,3,0,0.6,2.4,0.9,2.1,0.6,2.4,0.3,0,1.4,-1.1,1.5,-1.2,3.1,-2.8,-2.2,0,-1.1,-1.1,-1,-1.2,0.6,-2.8,2.1,0,2.5,-0.4,2.4,-0.3,3,-0.9,-0.4,0,0,-0.4,-0.1,-0.3,0.5,-0.9,-0.9,0,0.3,-1.2,-0.1,-0.8,0.3,-1.2,5,0,5,0,6,-1,7,-2,0,0,-0.5,0.5,0,0,0,0,8.5,-0.4,8.3,-0.2,8.6,-0.5,8.6,-0.5,34,0,34.1,-0.1,34.1,-0.1,34.1,-0.1,84.9,0,82.8,2.1,81.3,3.6,77.5,7.4,2,1,0,3,7,-4,4,-1,0
1/10/1997,5.4,4.3,3,3.6,11.5,7.1,4.7,4.9,-764,-0.7,3.8,56.5,4.8,13.2,24.1,13.8,4.4,6.4,-0.4,-2.9,1.8,-0.7,-0.3,-1.2,-3.7,0.2,0.8,-1.7,1.5,5,0,0.712,57,8,8.1,1,34,84.9,74,0.9,3,3,0,0.6,2.4,0.9,2.1,0.6,2.4,0.3,-0.7,0.3,-0.7,1.4,-1.8,2.1,-2.5,-2.2,-0.7,-2.2,-0.7,-1.1,-1.8,-0.4,-2.5,2.1,-0.3,2.1,-0.3,2.5,-0.7,2.5,-0.7,-0.4,-0.3,-0.4,-0.3,0,-0.7,0,-0.7,-0.9,-0.8,-0.9,-0.8,0.3,-2,-0.5,-1.2,5,0,5,0,5.5,-0.5,6.5,-1.5,0,0,0,0,-0.5,0.5,-0.5,0.5,8.1,-0.1,8.6,-0.6,8.6,-0.6,8.8,-0.8,34,0,34.1,-0.1,34.1,-0.1,34.1,-0.1,84.9,0,82.8,2.1,81.3,3.6,77.5,7.4,3,0,-1,4,4,-1,3,0,0
1/11/1997,6.1,4.4,0.1,5,17.4,8.8,9,7,-452,-1.6,4.7,57.1,5,13.5,24.1,14.3,4.3,5.3,-0.4,-2.9,1.8,-0.7,-0.3,-1.2,-3.7,0.2,0.8,-1.7,1.5,5,0,0.677,58.1,8,8,1.2,34,90.4,79.7,1,6,3,-2.9,3,-2.9,0.6,-0.5,0.8,-0.7,-0.4,0,0.3,-0.7,1.4,-1.8,2.1,-2.5,-2.9,0,-2.2,-0.7,-1.1,-1.8,-0.4,-2.5,1.8,0,2.1,-0.3,2.5,-0.7,2.5,-0.7,-0.7,0,-0.4,-0.3,0,-0.7,0,-0.7,-1.7,0,-0.9,-0.8,0.3,-2,-0.5,-1.2,5,0,5,0,5.5,-0.5,6,-1,0,0,0,0,0,0,-0.5,0.5,8,0,8.5,-0.5,8.5,-0.5,8.5,-0.5,34,0,34,0,34.1,-0.1,34.1,-0.1,84.9,5.5,84.9,5.5,82.8,7.6,82.5,7.9,3,3,2,4,1,5,8,-2,0
1/12/1997,6.1,4.4,0.1,5,17.4,8.8,9,7,-452,-1.6,4.7,57.1,5,13.5,24.1,14.3,4.3,5.3,-0.4,-2.9,1.8,-0.7,-0.3,-1.2,-3.7,0.2,0.8,-1.7,1.5,5,0,0.65,61.9,7.9,7.9,1.2,34,90.4,79.7,1,1,0.1,0,3,-2.9,0.6,-0.5,0.8,-0.7,-0.4,0,0.3,-0.7,1.4,-1.8,2.1,-2.5,-2.9,0,-2.2,-0.7,-1.1,-1.8,-0.4,-2.5,1.8,0,2.1,-0.3,2.5,-0.7,2.5,-0.7,-0.7,0,-0.4,-0.3,0,-0.7,0,-0.7,-1.7,0,-0.9,-0.8,0.3,-2,-0.5,-1.2,5,0,5,0,5,0,6,-1,0,0,0,0,-0.5,0.5,0,0,8,-0.1,8.1,-0.2,8.3,-0.4,8.6,-0.7,34,0,34,0,34.1,-0.1,34.1,-0.1,90.4,0,84.9,5.5,82.8,7.6,82.5,7.9,6,-5,3,-2,0,1,2,-1,0
1/1/1998,6.1,4.4,0.1,5,17.4,8.8,9,7,-452,-1.6,4.7,57.1,5,13.5,24.1,14.3,4.3,5.3,-0.3,-2.8,1.9,-0.6,0.3,1.2,-1.3,0.7,2.8,0.3,1.7,5,0,0.6868,60.6,7.9,7.9,1.2,34,90.4,79.7,1,7,0.1,0,3,-2.9,0.6,-0.5,0.8,-0.7,-0.4,0.1,-0.4,0.1,0.3,-0.6,1.5,-1.8,-2.9,0.1,-2.9,0.1,-2.2,-0.6,-1,-1.8,1.8,0.1,1.8,0.1,2.1,-0.2,2.4,-0.5,-0.7,0.1,-0.7,0.1,-0.4,-0.2,-0.1,-0.5,-1.7,2,-1.7,2,-0.9,1.2,-0.1,0.4,5,0,5,0,5,0,6,-1,0,0,0,0,0,0,0,0,7.9,0,8,-0.1,8.6,-0.7,8.6,-0.7,34,0,34,0,34.1,-0.1,34.1,-0.1,90.4,0,84.9,5.5,82.8,7.6,82.5,7.9,1,6,3,4,-1,8,10,-3,0
1/2/1998,3.5,4.7,1.5,5.6,25.6,11.4,8.8,7.9,646,-1,6.2,56.7,5.3,13.6,23.8,13.7,3.1,3.9,-0.3,-2.8,1.9,-0.6,0.3,1.2,-1.3,0.7,2.8,0.3,1.7,5,0,0.6825,59.6,7.8,7.8,1.1,34,98.3,88.8,1.1,9,0.1,1.4,0.1,1.4,3,-1.5,0.9,0.6,-0.3,0,-0.4,0.1,0.3,-0.6,1.5,-1.8,-2.8,0,-2.9,0.1,-2.2,-0.6,-1,-1.8,1.9,0,1.8,0.1,2.1,-0.2,2.4,-0.5,-0.6,0,-0.7,0.1,-0.4,-0.2,-0.1,-0.5,0.3,0,-1.7,2,-0.9,1.2,-0.1,0.4,5,0,5,0,5,0,6,-1,0,0,0,0,0,0,0,0,7.9,-0.1,8,-0.2,8.5,-0.7,8.7,-0.9,34,0,34,0,34,0,34.1,-0.1,90.4,7.9,90.4,7.9,84.9,13.4,81.3,17,7,2,6,3,2,7,4,5,0
1/3/1998,3.5,4.7,1.5,5.6,25.6,11.4,8.8,7.9,646,-1,6.2,56.7,5.3,13.6,23.8,13.7,3.1,3.9,-0.3,-2.8,1.9,-0.6,0.3,1.2,-1.3,0.7,2.8,0.3,1.7,5,0,0.659,58,7.9,7.8,1.1,34,98.3,88.8,1.1,2,1.5,0,0.1,1.4,3,-1.5,0.9,0.6,-0.3,0,-0.4,0.1,0.3,-0.6,1.5,-1.8,-2.8,0,-2.9,0.1,-2.2,-0.6,-1,-1.8,1.9,0,1.8,0.1,2.1,-0.2,2.4,-0.5,-0.6,0,-0.7,0.1,-0.4,-0.2,-0.1,-0.5,0.3,0,-1.7,2,-0.9,1.2,-0.1,0.4,5,0,5,0,5,0,6,-1,0,0,0,0,0,0,0,0,7.8,0.1,7.9,0,8.1,-0.2,8.6,-0.7,34,0,34,0,34,0,34.1,-0.1,98.3,0,90.4,7.9,84.9,13.4,81.3,17,9,-7,1,1,3,-1,7,-5,0
1/4/1998,3.5,4.7,1.5,5.6,25.6,11.4,8.8,7.9,646,-1,6.2,56.7,5.3,13.6,23.8,13.7,3.1,3.9,-0.1,-2.6,1.7,-0.8,0.1,0.4,-2.1,0.5,2,-0.5,2.1,5,0,0.652,57.5,7.6,7.8,1.1,33.9,98.3,88.8,1.1,4,1.5,0,0.1,1.4,3,-1.5,0.9,0.6,-0.3,0.2,-0.3,0.2,-0.4,0.3,1.4,-1.5,-2.8,0.2,-2.8,0.2,-2.9,0.3,-1.1,-1.5,1.9,-0.2,1.9,-0.2,1.8,-0.1,2.5,-0.8,-0.6,-0.2,-0.6,-0.2,-0.7,-0.1,0,-0.8,0.3,-0.8,0.3,-0.8,-1.7,1.2,0.3,-0.8,5,0,5,0,5,0,5.5,-0.5,0,0,0,0,0,0,-0.5,0.5,7.9,-0.3,7.9,-0.3,8,-0.4,8.6,-1,34,-0.1,34,-0.1,34,-0.1,34.1,-0.2,98.3,0,90.4,7.9,84.9,13.4,81.3,17,2,2,7,-3,3,1,4,0,0
1/5/1998,4,4.1,0.6,4.9,21.2,13.3,3.8,5.4,3792,1.3,7,56.7,5.4,14.5,23.3,14.2,1.8,2.6,-0.1,-2.6,1.7,-0.8,0.1,0.4,-2.1,0.5,2,-0.5,2.1,5,0,0.615,57.9,7.8,7.8,1.2,33.9,104,94.3,1.1,4,1.5,-0.9,1.5,-0.9,0.1,0.5,0.6,0,-0.1,0,-0.3,0.2,-0.4,0.3,1.4,-1.5,-2.6,0,-2.8,0.2,-2.9,0.3,-1.1,-1.5,1.7,0,1.9,-0.2,1.8,-0.1,2.5,-0.8,-0.8,0,-0.6,-0.2,-0.7,-0.1,0,-0.8,-0.5,0,0.3,-0.8,-1.7,1.2,0.3,-0.8,5,0,5,0,5,0,5.5,-0.5,0,0,0,0,0,0,0,0,7.6,0.2,7.8,0,8,-0.2,8.5,-0.7,33.9,0,34,-0.1,34,-0.1,34.1,-0.2,98.3,5.7,98.3,5.7,90.4,13.6,82.8,21.2,4,0,9,-5,6,-2,1,3,0
1/6/1998,4,4.1,0.6,4.9,21.2,13.3,3.8,5.4,3792,1.3,7,56.7,5.4,14.5,23.3,14.2,1.8,2.6,-0.1,-2.6,1.7,-0.8,0.1,0.4,-2.1,0.5,2,-0.5,2.1,5,0,0.619,57.3,7.8,7.8,1.2,33.8,104,94.3,1.1,-6,0.6,0,1.5,-0.9,0.1,0.5,0.6,0,-0.1,0,-0.3,0.2,-0.4,0.3,1.4,-1.5,-2.6,0,-2.8,0.2,-2.9,0.3,-1.1,-1.5,1.7,0,1.9,-0.2,1.8,-0.1,2.5,-0.8,-0.8,0,-0.6,-0.2,-0.7,-0.1,0,-0.8,-0.5,0,0.3,-0.8,-1.7,1.2,0.3,-0.8,5,0,5,0,5,0,5,0,0,0,0,0,0,0,-0.5,0.5,7.8,0,7.9,-0.1,7.9,-0.1,8.3,-0.5,33.9,-0.1,34,-0.2,34,-0.2,34.1,-0.3,104,0,98.3,5.7,90.4,13.6,82.8,21.2,4,-10,2,-8,1,-7,0,-6,0
